26
basin_tmin 1
basin_tmax 1
basin_ppt 1
basin_rain 1
basin_snow 1
basin_potsw 1
basin_potet 1
basin_net_ppt 1
basin_intcp_stor 1
basin_pweqv 1
basin_snowmelt 1
basin_snowcov 1
basin_sroff 1
basin_hortonian 1
basin_infil 1
basin_soil_moist 1
basin_recharge 1
basin_actet 1
basin_gwstor 1
basin_gwflow 1
basin_gwsink 1
basin_cfs 1
basin_ssflow 1
basin_imperv_stor 1
basin_lake_stor 1
basin_ssstor 1
1 1980 10 1 0 0 0 33.340302 81.759139 0.000000 0.000000 0.000000 445.026031 0.338339 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.091093 0.000000 0.008907 2.996228 0.003772 0.000000 1.074926 0.000000 0.000000 0.000000 0.000000 
2 1980 10 2 0 0 0 35.340302 77.759139 0.000000 0.000000 0.000000 429.844508 0.318990 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.083466 0.000000 0.007627 2.992451 0.003777 0.000000 1.076183 0.000000 0.000000 0.000000 0.000000 
3 1980 10 3 0 0 0 33.340302 79.759140 0.000000 0.000000 0.000000 431.914399 0.320536 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.076465 0.000000 0.007001 2.988670 0.003781 0.000000 1.077422 0.000000 0.000000 0.000000 0.000000 
4 1980 10 4 0 0 0 35.340302 76.759139 0.000000 0.000000 0.000000 418.783734 0.307000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.070342 0.000000 0.006124 2.984885 0.003785 0.000000 1.078644 0.000000 0.000000 0.000000 0.000000 
5 1980 10 5 0 0 0 35.340302 76.759139 0.000000 0.000000 0.000000 414.883982 0.304156 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.064778 0.000000 0.005563 2.981095 0.003789 0.000000 1.079850 0.000000 0.000000 0.000000 0.000000 
6 1980 10 6 0 0 0 34.340302 75.759139 0.000000 0.000000 0.000000 407.689948 0.291481 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.059885 0.000000 0.004894 2.977302 0.003794 0.000000 1.081038 0.000000 0.000000 0.000000 0.000000 
7 1980 10 7 0 0 0 32.340302 75.759139 0.000000 0.000000 0.000000 403.826242 0.281395 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.055532 0.000000 0.004353 2.973504 0.003798 0.000000 1.082209 0.000000 0.000000 0.000000 0.000000 
8 1980 10 8 0 0 0 31.340302 74.759139 0.000000 0.000000 0.000000 396.549158 0.269139 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.051684 0.000000 0.003848 2.969702 0.003802 0.000000 1.083363 0.000000 0.000000 0.000000 0.000000 
9 1980 10 9 0 0 0 31.340302 70.759139 0.000000 0.000000 0.000000 376.541391 0.241934 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.048476 0.000000 0.003208 2.965896 0.003806 0.000000 1.084501 0.000000 0.000000 0.000000 0.000000 
10 1980 10 10 0 0 0 29.340302 67.759139 0.000000 0.000000 0.000000 355.973940 0.212661 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.045841 0.000000 0.002634 2.962087 0.003810 0.000000 1.085621 0.000000 0.000000 0.000000 0.000000 
